App;TestFileName;ProductionFileName;LOC;numberMethods;Assertion Roulette;Eager Test;Mystery Guest;Sleepy Test;Unknown Test;Redundant Assertion;Dependent Test;Magic Number Test;Conditional Test Logic;EmptyTest;General Fixture;IgnoredTest;Sensitive Equality;Verbose Test;Default Test;Resource Optimism;Duplicate Assert;Exception Catching Throwing;Constructor Initialization;Print Statement;Lazy Test
jenkins;TimeZonePropertyTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\model\TimeZoneProperty.java;53;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
jenkins;UpdateCenter2Test;;87;4;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
jenkins;UpdateCenterConnectionStatusTest;;161;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;UpdateCenterCustomTest;;90;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;UpdateCenterMigrationTest;;35;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;UpdateCenterPluginInstallTest;;100;5;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
jenkins;UpdateCenterTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\model\UpdateCenter.java;80;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
jenkins;UpdateSiteTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\model\UpdateSite.java;293;21;23;6;0;0;0;0;0;1;0;0;2;0;2;0;0;0;0;0;0;0;6
jenkins;UsageStatisticsTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\model\UsageStatistics.java;194;6;10;1;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;0;0
jenkins;UserIdMigratorTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\model\UserIdMigrator.java;59;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;UserPropertyTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\model\UserProperty.java;217;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;UserRestartTest;;147;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
jenkins;UserPropertyDescriptorImpl;;805;1;0;0;0;0;0;0;0;1;0;0;0;0;6;2;0;0;0;0;0;0;0
jenkins;ViewDescriptorTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\model\ViewDescriptor.java;187;6;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
jenkins;ViewJobTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\model\ViewJob.java;96;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;ViewPropertyTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\model\ViewProperty.java;110;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;ViewTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\model\View.java;1092;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;WorkspaceCleanupThreadTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\model\WorkspaceCleanupThread.java;256;16;15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
jenkins;ClockMonitorDescriptorTest;;42;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;DiskSpaceMonitorDescriptorTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\node_monitors\DiskSpaceMonitorDescriptor.java;66;4;9;1;0;0;0;0;0;10;1;0;0;0;2;0;0;0;0;0;0;0;0
jenkins;ResponseTimeMonitorTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\node_monitors\ResponseTimeMonitor.java;71;4;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0
jenkins;SystemConfigurationTestCase;;82;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;PluginManagerCheckUpdateCenterTest;;211;10;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;PluginManagerInstalledGUITest;;273;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
jenkins;PluginManagerWhichTest;;45;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;PluginTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\Plugin.java;79;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
jenkins;ProcStarterTest;;166;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;ProcTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\Proc.java;135;7;0;0;0;0;2;0;0;0;3;0;0;0;2;1;0;0;0;1;0;0;0
jenkins;ProxyConfigurationManagerGUITest;;69;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0
jenkins;ProxyConfigurationManagerTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\ProxyConfigurationManager.java;50;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;ProxyConfigurationTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\ProxyConfiguration.java;71;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
jenkins;RelativePathTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\RelativePath.java;73;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;AbstractScmTagActionTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\scm\AbstractScmTagAction.java;127;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;ChangeLogSetTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\scm\ChangeLogSet.java;48;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
jenkins;ScmTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\scm\SCM.java;96;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;SearchTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\search\Search.java;497;21;32;4;0;0;1;0;0;11;7;0;0;0;4;4;0;0;1;1;0;1;3
jenkins;AccessDeniedException3Test;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\security\AccessDeniedException3.java;118;5;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;ACLTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\security\ACL.java;231;12;2;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;6
jenkins;CrumbExclusionTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\security\csrf\CrumbExclusion.java;129;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0
jenkins;DefaultCrumbIssuerTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\security\csrf\DefaultCrumbIssuer.java;349;24;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
jenkins;ExtendedReadPermissionTest;;89;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
jenkins;HMACConfidentialKeyFIPSTest;;33;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;HudsonPrivateSecurityRealmFIPSTest;;245;20;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;HudsonPrivateSecurityRealmSEC2566Test;;90;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
jenkins;HudsonPrivateSecurityRealmTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\security\HudsonPrivateSecurityRealm.java;803;43;25;10;0;0;0;0;0;7;0;0;0;0;0;5;0;0;9;2;0;0;7
jenkins;LoginTest;;124;9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;PermissionGroupTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\security\PermissionGroup.java;60;4;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;SecurityRealmSecurity2371Test;;117;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;SecurityRealmTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\security\SecurityRealm.java;210;9;6;1;0;0;0;0;0;1;5;0;0;0;0;1;0;0;0;1;0;0;0
jenkins;TokenBasedRememberMeServices2Test;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\security\TokenBasedRememberMeServices2.java;394;18;8;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;2;2;0;0;0
jenkins;WhoAmITest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\security\WhoAmI.java;259;6;2;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0
jenkins;AgentInboundUrlTest;;83;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;CloudTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\slaves\Cloud.java;150;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
jenkins;EnvironmentVariableNodePropertyTest;;175;14;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;JNLPLauncherRealTest;;112;7;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;JNLPLauncherTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\slaves\JNLPLauncher.java;313;22;7;3;3;0;1;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;9
jenkins;NodeCanTakeTaskTest;;115;4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;NodeParallelTest;;66;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;NodePropertyTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\slaves\NodeProperty.java;92;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;Latch;;424;5;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;PingThreadTest;;150;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
jenkins;SlaveComputerTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\slaves\SlaveComputer.java;220;9;18;0;0;4;0;0;0;5;3;0;0;0;0;0;0;0;1;2;0;0;0
jenkins;ArtifactArchiverTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\tasks\ArtifactArchiver.java;563;24;49;11;2;0;0;0;0;20;2;0;0;1;4;2;0;2;8;1;0;0;15
jenkins;BatchFileTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\tasks\BatchFile.java;158;14;0;1;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;3
jenkins;BuildTriggerTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\tasks\BuildTrigger.java;374;15;8;0;0;0;2;0;0;3;0;0;0;0;0;1;0;0;8;0;0;0;4
jenkins;CommandInterpreterTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\tasks\CommandInterpreter.java;74;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
jenkins;EnvVarsInConfigTasksTest;;113;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;FingerprinterTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\tasks\Fingerprinter.java;411;23;50;2;1;0;0;0;0;17;7;0;0;0;4;2;0;1;10;0;0;1;1
jenkins;LogRotatorTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\tasks\LogRotator.java;360;11;38;3;0;0;0;0;0;19;0;0;0;0;0;2;0;0;15;0;0;0;6
jenkins;MavenTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\tasks\Maven.java;387;17;12;6;0;0;3;0;0;0;0;0;0;0;0;1;0;0;3;1;0;0;3
jenkins;ShellTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\tasks\Shell.java;196;15;2;1;1;0;4;0;0;3;4;0;0;0;1;0;0;1;0;0;0;0;3
jenkins;UserAvatarResolverTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\tasks\UserAvatarResolver.java;85;7;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2
jenkins;TcpSlaveAgentListenerTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\TcpSlaveAgentListener.java;51;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;BatchCommandInstallerTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\tools\BatchCommandInstaller.java;22;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;CommandInstallerTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\tools\CommandInstaller.java;22;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;InstallerTranslatorTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\tools\InstallerTranslator.java;158;5;1;0;0;0;0;0;0;0;9;0;0;0;0;1;0;0;0;0;0;0;0
jenkins;ToolLocationNodePropertyTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\tools\ToolLocationNodeProperty.java;123;7;10;1;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0
jenkins;ToolLocationTest;;46;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;ZipExtractionInstallerTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\tools\ZipExtractionInstaller.java;80;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;SafeTimerTaskTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\triggers\SafeTimerTask.java;74;6;3;0;1;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0
jenkins;SCMTriggerTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\triggers\SCMTrigger.java;189;6;3;1;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0
jenkins;TriggerStartTest;;139;8;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0
jenkins;TriggerTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\triggers\Trigger.java;88;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;Impl;;91;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;ArgumentListBuilder2Test;;153;5;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0
jenkins;AtomicFileWriterPerfTest;;36;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
jenkins;AtomicFileWriterTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\util\AtomicFileWriter.java;63;4;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
jenkins;InduceBootFailure;;188;1;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;2;0;0;0;0;0
jenkins;DoubleLaunchCheckerTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\util\DoubleLaunchChecker.java;63;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;FormFieldValidatorTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\util\FormFieldValidator.java;278;8;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0
jenkins;FormValidationSecurity1893Test;;51;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;FormValidationTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\util\FormValidation.java;34;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;HudsonIsLoadingTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\util\HudsonIsLoading.java;42;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;HudsonIsRestartingTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\util\HudsonIsRestarting.java;43;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;LineEndingConversionTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\util\LineEndingConversion.java;28;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
jenkins;LogTaskListenerTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\util\LogTaskListener.java;84;5;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2
jenkins;ProcessTreeTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\util\ProcessTree.java;187;11;0;2;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;5
jenkins;RingBufferLogHandlerTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\util\RingBufferLogHandler.java;44;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;RobustReflectionConverterTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\util\RobustReflectionConverter.java;327;7;12;2;0;0;0;0;0;2;0;0;0;0;0;2;0;0;3;0;0;0;2
jenkins;SecretCompatTest;;109;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;XStream2AnnotationTest;;131;5;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;XStream2Security383Test;;153;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
jenkins;GlobalDefaultViewConfigurationTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\views\GlobalDefaultViewConfiguration.java;68;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
jenkins;ListViewColumnTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\views\ListViewColumn.java;21;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;StatusFilterTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\views\StatusFilter.java;40;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;HistoryWidgetTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\widgets\HistoryWidget.java;51;3;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;XMLFileTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\hudson\XmlFile.java;47;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
jenkins;InboundAgentTlsTest;;55;7;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;JnlpProtocol4ProxyHandlerTest;;123;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;WebSocketAgentsTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\agents\WebSocketAgents.java;116;8;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
jenkins;BridgeMethodsTest;;37;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;Jenkins14749Test;;72;8;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;Jenkins19124Test;;99;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;Jenkins41511Test;;26;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;Jenkins64991Test;;209;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;ClassPathTest;;101;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
jenkins;DefaultCLIListenerTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\cli\listeners\DefaultCLIListener.java;186;11;16;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;StopBuildsCommandTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\cli\StopBuildsCommand.java;236;18;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;ConsoleUrlProviderTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\console\ConsoleUrlProvider.java;177;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
jenkins;ControllerExecutorsAgentsTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\diagnostics\ControllerExecutorsAgents.java;71;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
jenkins;ControllerExecutorsNoAgentsTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\diagnostics\ControllerExecutorsNoAgents.java;71;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
jenkins;RootUrlNotSetMonitorTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\diagnostics\RootUrlNotSetMonitor.java;67;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
jenkins;URICheckEncodingMonitorTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\diagnostics\URICheckEncodingMonitor.java;31;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;ExtensionFilterTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\ExtensionFilter.java;44;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;FingerprintStorageTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\fingerprints\FingerprintStorage.java;131;8;7;3;0;0;0;0;0;0;0;0;0;0;8;0;0;0;2;0;0;0;2
jenkins;I18nTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\I18n.java;113;9;7;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
jenkins;InstallStateTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\install\InstallState.java;104;7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;InstallUtilTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\install\InstallUtil.java;207;7;9;1;0;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0
jenkins;LoadDetachedPluginsTest;;185;11;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0
jenkins;SetupWizardRestartTest;;41;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;SetupWizardTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\install\SetupWizard.java;513;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;Junit4TestsRanTest;;13;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;AdministrativeMonitorsDecoratorTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\management\AdministrativeMonitorsDecorator.java;220;10;4;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;4;0;0;0
jenkins;AssetManagerTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\model\AssetManager.java;49;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;BuildDiscarderPropertyTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\model\BuildDiscarderProperty.java;99;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;BuiltInNodeMigrationPropertyTest;;68;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;BuiltInNodeMigrationRestartTest;;114;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;BuiltInNodeMigrationTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\model\BuiltInNodeMigration.java;80;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
jenkins;ContextMenuTest;;105;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
jenkins;ErrorPageTest;;186;5;0;0;0;0;0;0;0;10;0;0;0;0;1;2;0;0;0;0;0;0;0
jenkins;UserExperimentalFlagsPropertyTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\model\experimentalflags\UserExperimentalFlagsProperty.java;207;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
jenkins;Crow;;58;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
jenkins;GlobalBuildDiscarderTest;;137;4;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0
jenkins;GlobalComputerRetentionCheckIntervalConfigurationTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\model\GlobalComputerRetentionCheckIntervalConfiguration.java;146;15;0;4;0;0;4;0;0;9;0;0;0;0;0;0;0;0;0;1;0;0;2
jenkins;GlobalSCMRetryCountConfigurationTest;C:\Users\vicfr\.jnose_projects\jenkins\core\src\main\java\jenkins\model\GlobalSCMRetryCountConfiguration.java;71;2;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0
