App;TestFileName;ProductionFileName;LOC;numberMethods;Assertion Roulette;Eager Test;Mystery Guest;Sleepy Test;Unknown Test;Redundant Assertion;Dependent Test;Magic Number Test;Conditional Test Logic;EmptyTest;General Fixture;IgnoredTest;Sensitive Equality;Verbose Test;Default Test;Resource Optimism;Duplicate Assert;Exception Catching Throwing;Constructor Initialization;Print Statement;Lazy Test
commons-io;ClosedInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\ClosedInputStream.java;113;9;14;4;0;0;0;0;0;13;0;0;0;0;0;0;0;0;4;8;0;0;2
commons-io;ClosedReaderTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\ClosedReader.java;91;7;8;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;7;0;0;1
commons-io;CloseShieldInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\CloseShieldInputStream.java;110;11;2;3;0;0;0;0;0;6;0;0;2;0;0;0;0;0;0;3;0;0;3
commons-io;CloseShieldReaderTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\CloseShieldReader.java;58;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;CountingInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\CountingInputStream.java;244;14;21;10;0;0;1;0;0;20;0;0;0;0;0;0;0;0;3;12;0;0;4
commons-io;InfiniteCircularInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\InfiniteCircularInputStream.java;141;12;15;0;0;0;1;0;0;18;2;0;0;0;0;0;0;0;5;5;0;0;0
commons-io;MarkTestableInputStream;;176;4;0;0;0;0;1;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;MemoryMappedFileInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\MemoryMappedFileInputStream.java;327;24;13;4;0;0;0;0;0;20;0;0;0;0;0;0;0;0;1;19;0;0;5
commons-io;MessageDigestCalculatingInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\MessageDigestCalculatingInputStream.java;170;9;8;2;0;0;1;0;0;4;1;0;0;0;0;1;0;0;3;11;0;0;2
commons-io;MessageDigestInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\MessageDigestInputStream.java;160;10;5;3;0;0;0;0;0;4;1;0;0;0;0;0;0;0;2;8;0;0;3
commons-io;TestNullInputStream;;352;4;0;0;0;0;0;0;0;32;0;0;0;0;0;3;0;0;0;0;0;0;0
commons-io;TestNullReader;;214;4;0;0;0;0;0;0;0;12;0;0;0;0;0;2;0;0;0;0;0;0;0
commons-io;MethodCountObserver;;389;15;0;0;0;0;3;0;0;35;0;0;0;1;0;1;0;0;0;0;0;0;0
commons-io;Builder;;358;1;0;0;0;0;2;0;0;24;0;0;0;3;0;0;0;0;0;0;0;0;0
commons-io;ProxyReaderImpl;;68;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;QueueInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\QueueInputStream.java;257;17;6;7;0;0;0;0;0;8;0;0;0;0;1;0;0;0;3;12;0;0;5
commons-io;RandomAccessFileInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\RandomAccessFileInputStream.java;357;24;63;19;1;0;0;0;0;30;0;0;0;0;0;1;0;1;5;18;0;0;11
commons-io;ReadAheadInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\ReadAheadInputStream.java;60;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;ReaderInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\ReaderInputStream.java;386;37;18;16;0;0;9;0;0;15;4;0;0;4;4;0;0;0;8;24;0;0;8
commons-io;ReversedLinesFileReaderParamBlockSizeTest;;262;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0
commons-io;ReversedLinesFileReaderParamFileTest;;127;7;0;0;0;0;2;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0
commons-io;ReversedLinesFileReaderSimpleTest;;111;6;0;0;0;0;0;0;0;2;0;0;0;0;3;0;0;6;0;0;0;0;0
commons-io;CustomReader;;276;5;0;0;0;0;4;0;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0
commons-io;SwappedDataInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\SwappedDataInputStream.java;148;19;2;2;0;0;1;0;0;2;1;0;1;0;0;0;0;0;1;1;0;0;2
commons-io;TaggedInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\TaggedInputStream.java;106;5;15;2;0;0;1;0;0;8;0;0;0;0;0;0;0;0;0;3;0;0;3
commons-io;TaggedReaderTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\TaggedReader.java;99;4;15;2;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;3;0;0;3
commons-io;TestTailerListener;;732;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;TeeInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\TeeInputStream.java;164;14;24;2;0;0;1;0;0;8;0;0;2;0;7;0;0;0;1;0;0;0;3
commons-io;TeeReaderTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\TeeReader.java;169;13;30;2;0;0;0;0;0;14;0;0;2;0;8;0;0;0;1;0;0;0;3
commons-io;ThrottledInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\ThrottledInputStream.java;191;7;25;2;0;0;1;0;0;26;0;0;0;1;0;1;0;0;3;10;0;0;2
commons-io;TimestampedObserverTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\TimestampedObserver.java;81;2;14;1;0;0;1;0;0;4;0;0;0;0;2;0;0;0;4;2;0;0;1
commons-io;UncheckedBufferedReaderTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\UncheckedBufferedReader.java;216;24;26;10;0;0;0;0;0;18;0;0;0;0;0;0;0;0;10;8;0;0;9
commons-io;UncheckedFilterInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\UncheckedFilterInputStream.java;149;16;17;6;0;0;0;0;0;11;0;0;0;0;0;0;0;0;7;4;0;0;6
commons-io;UncheckedFilterReaderTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\UncheckedFilterReader.java;194;21;24;8;0;0;0;0;0;18;0;0;0;0;0;0;0;0;9;6;0;0;8
commons-io;UnixLineEndingInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\UnixLineEndingInputStream.java;112;11;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;UnsynchronizedBufferedInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\UnsynchronizedBufferedInputStream.java;415;22;1;10;0;1;2;0;0;19;3;0;3;0;0;3;0;0;0;2;0;0;6
commons-io;UnsynchronizedBufferedReaderTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\UnsynchronizedBufferedReader.java;591;23;55;14;0;0;0;1;0;29;8;0;0;0;0;4;0;0;7;16;0;0;8
commons-io;UnsynchronizedByteArrayInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\UnsynchronizedByteArrayInputStream.java;380;19;86;2;0;0;0;0;0;44;0;0;0;0;0;4;0;0;17;3;0;0;3
commons-io;UnsynchronizedFilterInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\UnsynchronizedFilterInputStream.java;171;15;0;3;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;2
commons-io;WindowsLineEndingInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\input\WindowsLineEndingInputStream.java;201;29;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
commons-io;XmlStreamReaderTest;C:\Users\vicfr\.jnose_projects\commons-io\src\test\java\org\apache\commons\io\input\compatibility\XmlStreamReader.java;652;75;11;11;3;0;20;0;0;3;12;0;0;18;3;2;0;2;3;23;0;0;4
commons-io;MockXmlStreamReader;;327;1;0;0;0;0;12;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
commons-io;IOCaseTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\IOCase.java;357;26;137;0;0;0;0;0;0;83;1;0;0;0;3;1;0;0;0;0;0;0;7
commons-io;IOExceptionListTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\IOExceptionList.java;131;8;18;5;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3
commons-io;IOExceptionWithCauseTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\IOExceptionWithCause.java;58;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;IOIndexedExceptionTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\IOIndexedException.java;49;2;4;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;4
commons-io;IORandomAccessFileTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\IORandomAccessFile.java;72;5;2;3;3;0;0;0;0;0;0;0;0;0;2;0;0;3;0;3;0;0;3
commons-io;IOUtilsCopyTest;;478;34;0;0;0;0;1;0;0;8;0;0;0;1;0;0;0;0;0;0;0;0;0
commons-io;IOUtilsMultithreadedSkipTest;;147;10;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
commons-io;IOUtilsTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\IOUtils.java;1923;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;IOUtilsWriteTest;;708;55;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;LineIteratorTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\LineIterator.java;333;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;AbstractMonitorTest;;152;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;FileAlterationMonitorTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\monitor\FileAlterationMonitor.java;230;10;0;8;2;0;0;0;0;2;0;0;0;0;0;1;0;2;0;0;1;0;6
commons-io;FileAlterationObserverTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\monitor\FileAlterationObserver.java;518;23;14;12;12;0;0;0;0;0;0;0;0;0;2;5;0;12;0;0;1;0;7
commons-io;FileEntryTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\monitor\FileEntry.java;43;1;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;SerializableFileTimeTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\monitor\SerializableFileTime.java;48;1;6;1;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0
commons-io;AppendableOutputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\AppendableOutputStream.java;51;4;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2
commons-io;AppendableWriterTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\AppendableWriter.java;90;8;0;6;0;0;0;0;0;1;0;0;0;0;6;0;0;0;0;0;0;0;3
commons-io;BrokenOutputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\BrokenOutputStream.java;104;8;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
commons-io;BrokenWriterTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\BrokenWriter.java;152;13;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2
commons-io;UnsynchronizedByteArrayOutputStreamFactory;;633;2;0;0;0;0;0;0;0;23;0;0;0;0;0;6;0;0;0;0;0;0;0
commons-io;ChunkedOutputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\ChunkedOutputStream.java;119;7;0;6;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;6;0;0;3
commons-io;ChunkedWriterTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\ChunkedWriter.java;75;4;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;3
commons-io;ClosedOutputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\ClosedOutputStream.java;77;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;2
commons-io;ClosedWriterTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\ClosedWriter.java;50;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1
commons-io;CloseShieldOutputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\CloseShieldOutputStream.java;62;5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;CloseShieldWriterTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\CloseShieldWriter.java;57;4;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0
commons-io;CountingOutputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\CountingOutputStream.java;100;3;0;2;0;0;0;0;0;9;4;0;0;0;0;1;0;0;0;1;0;0;3
commons-io;DeferredFileOutputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\DeferredFileOutputStream.java;459;19;29;13;7;0;0;1;0;13;0;0;0;0;0;2;0;5;0;13;0;0;15
commons-io;FileWriterWithEncodingTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\FileWriterWithEncoding.java;326;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;LockableFileWriterTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\LockableFileWriter.java;207;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;NullAppendableTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\NullAppendable.java;38;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;NullOutputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\NullOutputStream.java;53;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
commons-io;NullPrintStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\NullPrintStream.java;53;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
commons-io;NullWriterTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\NullWriter.java;40;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
commons-io;ProxyCollectionWriterTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\ProxyCollectionWriter.java;470;23;21;23;0;0;0;0;0;42;6;0;0;0;24;1;0;0;0;24;0;0;5
commons-io;ProxyOutputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\ProxyOutputStream.java;96;8;8;3;0;0;0;0;0;2;0;0;1;0;0;0;0;0;2;0;0;0;2
commons-io;ProxyWriterTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\ProxyWriter.java;272;21;0;19;0;0;3;0;0;0;0;0;0;0;8;0;0;0;0;21;0;0;3
commons-io;QueueOutputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\QueueOutputStream.java;122;7;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3
commons-io;RandomAccessFileOutputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\RandomAccessFileOutputStream.java;191;11;0;8;0;0;2;0;0;1;2;0;0;0;0;0;0;0;0;13;0;0;3
commons-io;StringBuilderWriterTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\StringBuilderWriter.java;145;13;7;12;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;12;0;0;4
commons-io;TaggedOutputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\TaggedOutputStream.java;124;3;9;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4;5;0;0;3
commons-io;TaggedWriterTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\TaggedWriter.java;111;3;9;2;0;0;0;0;0;4;0;0;0;0;0;1;0;0;3;5;0;0;3
commons-io;TeeOutputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\TeeOutputStream.java;111;4;0;3;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;1;0;0;2
commons-io;TeeWriterTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\TeeWriter.java;384;23;21;18;0;0;0;0;0;42;6;0;0;0;24;1;0;0;0;3;0;0;4
commons-io;ThresholdingOutputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\ThresholdingOutputStream.java;293;11;35;10;0;0;0;1;0;16;0;0;0;0;0;1;0;0;15;12;0;0;6
commons-io;UncheckedAppendableTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\UncheckedAppendable.java;88;11;0;0;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;0;0;0;0
commons-io;UncheckedFilterOutputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\UncheckedFilterOutputStream.java;113;16;0;0;0;0;6;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;3
commons-io;UncheckedFilterWriterTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\UncheckedFilterWriter.java;183;30;0;0;0;0;13;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;4
commons-io;WriterOutputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\WriterOutputStream.java;240;30;5;6;0;0;13;0;0;1;3;0;0;4;10;0;0;0;3;12;0;0;5
commons-io;XmlStreamWriterTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\output\XmlStreamWriter.java;179;22;0;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
commons-io;RandomAccessFileModeTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\RandomAccessFileMode.java;164;16;20;2;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;3;0;0;3
commons-io;RandomAccessFilesTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\RandomAccessFiles.java;145;6;22;1;0;0;0;2;0;5;0;0;0;0;0;1;0;0;8;5;0;0;0
commons-io;AbstractCloseableListTest;;56;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;FullClassNameMatcherTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\serialization\FullClassNameMatcher.java;45;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
commons-io;MoreComplexObjectTest;C:\Users\vicfr\.jnose_projects\commons-io\src\test\java\org\apache\commons\io\serialization\MoreComplexObject.java;115;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;RegexpClassNameMatcherTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\serialization\RegexpClassNameMatcher.java;65;5;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
commons-io;ValidatingObjectInputStreamTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\serialization\ValidatingObjectInputStream.java;327;39;4;14;0;0;1;0;0;0;0;0;0;0;0;2;0;0;2;9;0;0;7
commons-io;WildcardClassNameMatcherTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\serialization\WildcardClassNameMatcher.java;53;3;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
commons-io;StandardLineSeparatorTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\StandardLineSeparator.java;65;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
commons-io;StreamIteratorTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\StreamIterator.java;60;2;2;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1
commons-io;TaggedIOExceptionTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\TaggedIOException.java;45;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;TestUtils;;271;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
commons-io;ThreadMonitorTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\ThreadMonitor.java;90;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2
commons-io;UncheckedIOExceptionsTest;C:\Users\vicfr\.jnose_projects\commons-io\src\main\java\org\apache\commons\io\UncheckedIOExceptions.java;60;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
